,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Term_Deposit,Customer_ID,Savings_Account,Credit_Card,Debit_Card
24287,unknown,yes,no,cellular,nov,mon,109,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,88168,1,0,1
24288,no,yes,no,cellular,nov,mon,591,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,55475,1,0,1
24289,unknown,yes,no,cellular,nov,mon,508,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,13619,1,1,1
24290,no,yes,no,telephone,nov,mon,99,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,30250,0,1,1
24291,no,yes,no,telephone,nov,mon,118,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,89887,1,0,0
24292,no,no,yes,cellular,nov,mon,80,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,72080,1,1,0
24293,no,yes,no,cellular,nov,mon,165,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,95396,0,0,1
24294,no,no,no,cellular,nov,mon,93,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,56178,0,0,1
24295,no,no,no,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,39826,1,1,0
24296,no,no,no,cellular,nov,mon,545,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,99005,1,0,0
24297,no,yes,no,cellular,nov,mon,434,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,55620,0,1,1
24298,no,yes,no,cellular,nov,mon,346,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,66821,1,0,1
24299,no,yes,no,telephone,nov,mon,164,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,39148,0,1,1
24300,no,yes,no,cellular,nov,mon,407,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,17784,0,1,1
24301,no,yes,no,cellular,nov,mon,61,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,39901,0,0,0
24302,no,yes,no,cellular,nov,mon,191,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,26246,0,1,0
24303,no,yes,no,cellular,nov,mon,110,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,97182,1,0,1
24304,no,yes,no,telephone,nov,mon,56,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,59167,1,0,1
24305,no,yes,no,cellular,nov,mon,412,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,86950,0,1,0
24306,no,no,no,cellular,nov,mon,193,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,72015,1,1,1
24307,no,yes,no,telephone,nov,mon,180,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,90825,1,1,0
24308,no,yes,no,cellular,nov,mon,1070,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,47559,0,1,0
24309,no,yes,no,cellular,nov,mon,349,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,94860,0,1,1
24310,no,yes,no,cellular,nov,mon,266,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,39415,0,1,0
24311,no,no,no,cellular,nov,mon,330,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,84721,1,1,0
24312,no,no,no,cellular,nov,mon,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,15482,0,1,1
24313,no,yes,no,cellular,nov,mon,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,98741,0,0,1
24314,no,yes,no,cellular,nov,mon,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,84158,1,0,0
24315,no,yes,no,telephone,nov,mon,435,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,51381,0,0,0
24316,unknown,yes,no,telephone,nov,mon,1606,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,65288,1,0,1
24317,no,yes,no,cellular,nov,mon,216,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,44817,1,0,1
24318,no,yes,no,cellular,nov,mon,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,23466,1,0,1
24319,no,no,yes,cellular,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,82620,0,1,0
24320,no,yes,no,cellular,nov,mon,78,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,11951,0,0,1
24321,no,yes,no,telephone,nov,mon,275,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,32898,0,0,0
24322,no,yes,no,cellular,nov,mon,279,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,48966,1,0,0
24323,no,no,yes,cellular,nov,mon,173,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,86645,0,0,1
24324,no,yes,no,cellular,nov,mon,89,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87084,0,1,0
24325,no,no,no,cellular,nov,mon,215,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,91029,1,1,0
24326,no,no,no,telephone,nov,mon,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,11553,1,0,1
24327,unknown,no,no,cellular,nov,mon,890,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,38338,1,1,0
24328,no,yes,no,cellular,nov,mon,161,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,58636,0,1,0
24329,no,no,no,cellular,nov,mon,97,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,73008,1,0,1
24330,no,yes,no,cellular,nov,mon,581,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,60429,0,1,1
24331,no,no,no,cellular,nov,mon,116,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,72979,0,0,1
24332,no,yes,no,telephone,nov,mon,155,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,26953,0,1,1
24333,no,yes,no,cellular,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,15051,0,1,0
24334,no,no,yes,cellular,nov,mon,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,14518,0,0,1
24335,no,yes,no,telephone,nov,mon,104,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,23415,1,1,0
24336,unknown,yes,no,telephone,nov,mon,27,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,85014,0,0,1
24337,no,no,no,cellular,nov,mon,578,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,97030,1,1,1
24338,no,yes,no,cellular,nov,mon,534,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87900,0,1,0
24339,no,no,no,cellular,nov,mon,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,13114,1,1,1
24340,no,yes,no,cellular,nov,mon,62,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,67678,0,0,1
24341,no,yes,no,cellular,nov,mon,169,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,35216,1,0,0
24342,no,yes,yes,cellular,nov,mon,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,23162,0,0,0
24343,no,no,no,cellular,nov,mon,66,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,56218,1,0,0
24344,unknown,yes,no,cellular,nov,mon,310,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,19315,0,0,1
24345,no,no,no,cellular,nov,mon,150,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,75524,1,1,1
24346,no,no,no,cellular,nov,mon,34,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,39957,0,1,1
24347,no,yes,no,cellular,nov,mon,49,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,65738,0,1,0
24348,no,no,yes,cellular,nov,mon,213,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,80520,0,0,0
24349,no,no,no,cellular,nov,mon,104,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,43087,1,1,0
24350,no,yes,no,cellular,nov,mon,386,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,59678,1,1,1
24351,no,yes,no,telephone,nov,mon,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,42291,0,1,0
24352,no,yes,no,cellular,nov,mon,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,32473,0,0,1
24353,no,yes,no,cellular,nov,mon,138,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,19037,0,0,1
24354,no,yes,no,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,17528,0,0,0
24355,no,no,no,cellular,nov,mon,112,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,15845,0,1,0
24356,no,yes,no,cellular,nov,mon,80,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,18121,0,0,0
24357,no,yes,no,cellular,nov,mon,42,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,15996,0,0,0
24358,no,no,no,cellular,nov,mon,74,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,54974,1,0,1
24359,no,no,no,cellular,nov,mon,148,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,72486,0,1,1
24360,no,yes,yes,cellular,nov,mon,164,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,79891,0,0,1
24361,no,yes,no,cellular,nov,mon,67,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,62611,1,1,1
24362,no,unknown,unknown,telephone,nov,mon,147,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,69630,1,1,0
24363,no,yes,no,cellular,nov,mon,190,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,48492,0,0,1
24364,no,yes,no,cellular,nov,mon,294,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,81134,1,1,0
24365,no,yes,no,cellular,nov,mon,86,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,86662,1,0,0
24366,no,yes,yes,cellular,nov,mon,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,75956,1,1,0
24367,no,no,no,telephone,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,95813,0,1,1
24368,unknown,yes,no,cellular,nov,mon,372,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,10537,0,1,0
24369,no,no,no,cellular,nov,mon,49,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87681,0,1,1
24370,unknown,no,yes,cellular,nov,mon,68,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,83419,1,0,0
24371,no,no,no,cellular,nov,mon,94,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,39079,1,1,1
24372,no,no,no,cellular,nov,mon,103,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,27877,1,1,0
24373,no,yes,yes,cellular,nov,mon,60,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,72026,1,1,1
24374,no,yes,yes,cellular,nov,mon,257,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,59379,1,1,1
24375,no,yes,no,cellular,nov,mon,89,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,83054,1,0,1
24376,no,no,yes,cellular,nov,mon,190,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,89659,0,1,1
24377,no,no,no,cellular,nov,mon,77,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,73760,0,0,1
24378,no,no,no,cellular,nov,mon,104,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,20526,0,1,1
24379,no,no,no,cellular,nov,mon,651,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,1,18221,0,1,1
24380,no,yes,no,cellular,nov,mon,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87241,0,1,0
24381,unknown,yes,yes,cellular,nov,mon,205,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,51691,1,1,1
24382,no,yes,no,cellular,nov,mon,42,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,80845,1,1,1
24383,no,yes,yes,cellular,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,19593,0,1,0
24384,no,yes,no,cellular,nov,mon,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,19030,0,1,1
24385,no,no,no,cellular,nov,mon,55,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,20564,0,0,1
24386,no,yes,yes,cellular,nov,mon,186,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,47005,0,0,0
24387,no,no,no,cellular,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,73809,0,1,0
24388,unknown,yes,no,cellular,nov,mon,121,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,33948,1,1,1
24389,no,yes,no,cellular,nov,mon,249,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,75350,1,1,1
24390,no,no,no,cellular,nov,mon,336,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,66072,1,1,0
24391,no,yes,no,cellular,nov,mon,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,96357,0,0,1
24392,no,no,no,cellular,nov,mon,55,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,24840,0,0,0
24393,no,no,no,cellular,nov,mon,657,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,63072,0,1,0
24394,no,yes,no,cellular,nov,mon,345,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,35800,1,0,1
24395,no,yes,no,cellular,nov,mon,65,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,48272,0,1,1
24396,no,no,no,cellular,nov,mon,62,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,13992,0,1,1
24397,unknown,yes,no,cellular,nov,mon,77,1,3,1,success,-0.1,93.2,-42.0,4.191,5195.8,0,12555,1,0,1
24398,unknown,no,no,cellular,nov,mon,102,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,35186,0,1,1
24399,no,no,no,cellular,nov,mon,137,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,89801,1,0,1
24400,unknown,yes,no,cellular,nov,mon,2462,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,29084,1,1,1
24401,no,no,no,cellular,nov,mon,213,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,80794,1,1,1
24402,unknown,yes,no,cellular,nov,mon,696,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,27450,0,1,1
24403,no,no,no,cellular,nov,mon,1449,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,79789,0,0,1
24404,unknown,yes,no,cellular,nov,mon,188,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,18183,1,0,1
24405,no,yes,no,cellular,nov,mon,391,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,65983,0,0,1
24406,no,unknown,unknown,cellular,nov,mon,56,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,38023,0,1,1
24407,no,unknown,unknown,telephone,nov,mon,77,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,42111,0,0,0
24408,no,yes,no,cellular,nov,mon,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,69214,1,0,1
24409,no,no,no,cellular,nov,mon,407,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,32115,0,0,0
24410,no,no,no,cellular,nov,mon,406,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,12371,1,0,1
24411,no,no,no,cellular,nov,mon,104,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,48645,1,1,0
24412,no,no,no,cellular,nov,mon,560,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,93622,1,0,0
24413,unknown,yes,no,cellular,nov,mon,168,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,10984,1,0,1
24414,no,yes,yes,cellular,nov,mon,167,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,77350,0,1,1
24415,no,no,no,cellular,nov,mon,623,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,69165,1,0,1
24416,no,no,no,cellular,nov,mon,102,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,85779,0,1,0
24417,no,no,no,cellular,nov,mon,71,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,49471,1,1,0
24418,no,no,no,cellular,nov,mon,264,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,54388,0,0,1
24419,no,yes,no,cellular,nov,mon,199,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87222,1,1,0
24420,no,no,no,cellular,nov,mon,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,62676,0,0,1
24421,no,no,no,cellular,nov,mon,529,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,53074,0,0,0
24422,no,no,no,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,42276,1,1,0
24423,no,yes,yes,cellular,nov,mon,165,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,26851,0,0,1
24424,no,no,no,cellular,nov,mon,141,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,61751,0,0,1
24425,no,yes,yes,cellular,nov,mon,94,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,79124,0,0,1
24426,unknown,yes,no,cellular,nov,mon,499,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,11670,1,0,1
24427,no,no,no,cellular,nov,mon,64,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,66268,1,0,1
24428,no,yes,no,cellular,nov,mon,107,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,16048,1,0,1
24429,no,yes,no,cellular,nov,mon,76,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,65097,1,0,0
24430,no,yes,no,cellular,nov,mon,1081,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,21200,0,1,1
24431,no,no,no,cellular,nov,mon,251,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,16587,1,1,1
24432,no,yes,no,cellular,nov,mon,101,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,83650,0,0,1
24433,no,no,no,cellular,nov,mon,504,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,32772,1,0,1
24434,no,yes,no,cellular,nov,mon,111,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87601,0,1,1
24435,no,yes,yes,telephone,nov,mon,215,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,25756,1,1,1
24436,no,yes,no,cellular,nov,mon,622,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,86137,1,0,0
24437,no,no,no,cellular,nov,mon,325,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,67438,0,0,0
24438,no,no,yes,cellular,nov,mon,181,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,99809,0,0,0
24439,no,no,no,cellular,nov,mon,166,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,67609,0,0,1
24440,no,no,no,cellular,nov,mon,105,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,34851,0,1,1
24441,no,yes,no,cellular,nov,mon,54,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,47024,1,0,0
24442,no,yes,no,cellular,nov,mon,89,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,68418,0,1,0
24443,no,yes,no,cellular,nov,mon,240,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,68922,1,1,0
24444,no,yes,no,cellular,nov,mon,92,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,64438,1,0,0
24445,no,yes,no,cellular,nov,mon,124,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,16906,1,1,0
24446,no,yes,no,cellular,nov,mon,86,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,60295,1,1,1
24447,no,yes,no,cellular,nov,mon,55,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,63689,1,1,0
24448,no,no,no,cellular,nov,mon,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,44438,0,0,1
24449,no,yes,no,cellular,nov,mon,105,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,48196,1,1,1
24450,no,yes,no,cellular,nov,mon,63,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,14338,1,0,1
24451,no,yes,no,cellular,nov,mon,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,20995,1,1,1
24452,unknown,no,yes,telephone,nov,mon,14,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,25749,1,0,1
24453,no,yes,no,cellular,nov,mon,287,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,56314,1,1,0
24454,unknown,yes,no,cellular,nov,mon,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,89039,1,1,1
24455,no,yes,no,cellular,nov,mon,253,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,78645,0,1,1
24456,unknown,yes,no,cellular,nov,mon,158,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,58859,1,1,1
24457,no,no,no,cellular,nov,mon,142,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,56212,1,1,1
24458,no,yes,no,cellular,nov,mon,131,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,17800,0,1,1
24459,unknown,no,no,cellular,nov,mon,174,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,23697,0,1,1
24460,no,no,no,cellular,nov,mon,62,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,46881,0,0,1
24461,unknown,yes,no,cellular,nov,mon,209,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,10296,0,1,0
24462,no,yes,no,cellular,nov,mon,352,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,52397,1,1,1
24463,no,no,no,cellular,nov,mon,62,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,22922,0,0,1
24464,no,no,no,cellular,nov,mon,128,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,90291,1,0,0
24465,no,yes,no,cellular,nov,mon,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,44472,1,0,0
24466,unknown,no,no,cellular,nov,mon,119,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,68207,1,1,0
24467,no,yes,no,cellular,nov,mon,240,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,32885,1,0,1
24468,no,yes,no,cellular,nov,mon,375,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,84220,1,0,1
24469,no,yes,no,cellular,nov,mon,984,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,18646,1,0,0
24470,no,no,yes,cellular,nov,mon,74,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,53204,0,1,0
24471,no,no,yes,cellular,nov,mon,131,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,56592,1,0,0
24472,no,yes,no,cellular,nov,mon,117,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,20324,0,1,0
24473,unknown,yes,yes,cellular,nov,mon,947,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,82987,0,0,0
24474,no,yes,no,cellular,nov,mon,101,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,63834,1,1,0
24475,unknown,yes,no,cellular,nov,mon,90,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,37683,0,0,0
24476,no,yes,no,cellular,nov,mon,114,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,33002,1,1,1
24477,no,yes,no,cellular,nov,mon,318,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,36325,0,1,0
24478,no,yes,no,cellular,nov,mon,76,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,86222,1,0,1
24479,no,no,no,cellular,nov,mon,168,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,28539,0,0,1
24480,no,no,no,cellular,nov,mon,348,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,87401,0,1,0
24481,unknown,no,no,cellular,nov,mon,213,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,94843,1,0,1
24482,no,yes,no,cellular,nov,mon,200,2,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,0,63254,0,0,0
24483,no,no,no,cellular,nov,mon,135,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,93801,0,1,0
24484,no,yes,yes,telephone,nov,mon,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,14198,1,0,1
24485,no,yes,no,cellular,nov,mon,165,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,88658,1,0,1
24486,no,yes,no,cellular,nov,mon,70,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,19490,1,0,1
24487,no,no,no,cellular,nov,mon,166,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,61231,0,1,0
24488,no,yes,no,telephone,nov,mon,943,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,39427,1,1,0
24489,no,yes,no,cellular,nov,mon,191,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,32018,1,1,1
24490,no,yes,no,cellular,nov,mon,134,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,31515,0,1,0
24491,no,yes,yes,cellular,nov,mon,58,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,85164,1,0,1
